series_id        year        period        value        footnote_codes
JTS000000MWJOL           2006        M03                 843
JTS000000MWJOL           2006        M04                 858
JTS000000MWJOL           2006        M05                 825
JTS000000MWJOL           2006        M06                 822
JTS000000MWJOL           2006        M07                 790
JTS000000MWJOL           2006        M08                 910
JTS000000MWJOL           2006        M09                 866
JTS000000MWJOL           2006        M10                 804
JTS000000MWJOL           2006        M11                 799
JTS000000MWJOL           2006        M12                 776
JTS000000MWJOL           2007        M01                 845
JTS000000MWJOL           2007        M02                 804
JTS000000MWJOL           2007        M03                 844
JTS000000MWJOL           2007        M04                 853
JTS000000MWJOL           2007        M05                 814
JTS000000MWJOL           2007        M06                 869
JTS000000MWJOL           2007        M07                 877
JTS000000MWJOL           2007        M08                 837
JTS000000MWJOL           2007        M09                 848
JTS000000MWJOL           2007        M10                 805
JTS000000MWJOL           2007        M11                 780
JTS000000MWJOL           2007        M12                 806
JTS000000MWJOL           2008        M01                 830
JTS000000MWJOL           2008        M02                 782
JTS000000MWJOL           2008        M03                 824
JTS000000MWJOL           2008        M04                 855
JTS000000MWJOL           2008        M05                 789
JTS000000MWJOL           2008        M06                 727
JTS000000MWJOL           2008        M07                 705
JTS000000MWJOL           2008        M08                 737
JTS000000MWJOL           2008        M09                 650
JTS000000MWJOL           2008        M10                 690
JTS000000MWJOL           2008        M11                 539
JTS000000MWJOL           2008        M12                 587
JTS000000MWJOL           2009        M01                 549
JTS000000MWJOL           2009        M02                 540
JTS000000MWJOL           2009        M03                 460
JTS000000MWJOL           2009        M04                 448
JTS000000MWJOL           2009        M05                 482
JTS000000MWJOL           2009        M06                 447
JTS000000MWJOL           2009        M07                 431
JTS000000MWJOL           2009        M08                 425
JTS000000MWJOL           2009        M09                 510
JTS000000MWJOL           2009        M10                 490
JTS000000MWJOL           2009        M11                 505
JTS000000MWJOL           2009        M12                 473
JTS000000MWJOL           2010        M01                 534
JTS000000MWJOL           2010        M02                 551
JTS000000MWJOL           2010        M03                 547
JTS000000MWJOL           2010        M04                 601
JTS000000MWJOL           2010        M05                 544
JTS000000MWJOL           2010        M06                 533
JTS000000MWJOL           2010        M07                 602
JTS000000MWJOL           2010        M08                 608
JTS000000MWJOL           2010        M09                 532
JTS000000MWJOL           2010        M10                 561
JTS000000MWJOL           2010        M11                 602
JTS000000MWJOL           2010        M12                 581
JTS000000MWJOL           2011        M01                 612
JTS000000MWJOL           2011        M02                 635
JTS000000MWJOL           2011        M03                 690
JTS000000MWJOL           2011        M04                 786
JTS000000MWJOL           2011        M05                 701
JTS000000MWJOL           2011        M06                 744
JTS000000MWJOL           2011        M07                 765
JTS000000MWJOL           2011        M08                 729
JTS000000MWJOL           2011        M09                 740
JTS000000MWJOL           2011        M10                 716
JTS000000MWJOL           2011        M11                 647
JTS000000MWJOL           2011        M12                 729
JTS000000MWJOL           2012        M01                 811
JTS000000MWJOL           2012        M02                 792
JTS000000MWJOL           2012        M03                 917
JTS000000MWJOL           2012        M04                 732
JTS000000MWJOL           2012        M05                 765
JTS000000MWJOL           2012        M06                 799
JTS000000MWJOL           2012        M07                 817
JTS000000MWJOL           2012        M08                 771
JTS000000MWJOL           2012        M09                 813
JTS000000MWJOL           2012        M10                 836
JTS000000MWJOL           2012        M11                 800
JTS000000MWJOL           2012        M12                 847
JTS000000MWJOL           2013        M01                 779
JTS000000MWJOL           2013        M02                 828
JTS000000MWJOL           2013        M03                 793
JTS000000MWJOL           2013        M04                 849
JTS000000MWJOL           2013        M05                 865
JTS000000MWJOL           2013        M06                 868
JTS000000MWJOL           2013        M07                 851
JTS000000MWJOL           2013        M08                 905
JTS000000MWJOL           2013        M09                 893
JTS000000MWJOL           2013        M10                1023
JTS000000MWJOL           2013        M11                 881
JTS000000MWJOL           2013        M12                 833
JTS000000MWJOL           2014        M01                 907
JTS000000MWJOL           2014        M02                 879
JTS000000MWJOL           2014        M03                 922
JTS000000MWJOL           2014        M04                1035
JTS000000MWJOL           2014        M05                1041
JTS000000MWJOL           2014        M06                1049
JTS000000MWJOL           2014        M07                1076
JTS000000MWJOL           2014        M08                1094
JTS000000MWJOL           2014        M09                1043
JTS000000MWJOL           2014        M10                1059
JTS000000MWJOL           2014        M11                1043
JTS000000MWJOL           2014        M12                1082
JTS000000MWJOL           2015        M01                1149
JTS000000MWJOL           2015        M02                1192
JTS000000MWJOL           2015        M03                1184
JTS000000MWJOL           2015        M04                1221
JTS000000MWJOL           2015        M05                1195
JTS000000MWJOL           2015        M06                1183
JTS000000MWJOL           2015        M07                1272
JTS000000MWJOL           2015        M08                1202
JTS000000MWJOL           2015        M09                1259
JTS000000MWJOL           2015        M10                1275
JTS000000MWJOL           2015        M11                1086
JTS000000MWJOL           2015        M12                1166
